pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,updated_at_epoch,created_at_epoch,chartType,displayLock,scanproflg,id
1688,21,equity,Nestle India,nse,Descending Triangle,Bullish Breakout,4 hours,NI,Closed,Y,0,1970-01-01,2026-08-03 10:06:05,2026-07-22 10:52:51,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Nestle India"",""sc_symbol"":""NESTLEIND"",""sc_scripcode"":""500790"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1477.40"",""pattern_type"":""buy"",""cmp"":""1514.60"",""price_key"":""stk_NI_N"",""target_price"":null,""target_return_prcnt"":""6.40"",""stoploss_price"":null,""stoploss_prcnt"":""4.83"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178469777016.png""},""rationale"":""A descending triangle formed during the consolidation phase. The breakout above resistance signals buyers have regained the upper hand, paving the way for further upside."",""action_type"":""add"",""created_at"":""2026-07-22 10:52:51"",""updated_at"":""2026-07-22 10:52:51""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178573176459.png""},""rationale"":""2.69% up."",""action_type"":""close"",""created_at"":""2026-08-03 10:06:05"",""updated_at"":""2026-08-03 10:06:05""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785731765,1784697771,mc_pro_plus,N,3,
1698,21,equity,Sona BLW Precision Forgings,nse,Falling Trendline,Bullish Reversal,1 week,SBP04,Closed,Y,0,1970-01-01,2026-08-03 09:59:17,2026-07-24 10:02:36,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Sona BLW Precision Forgings"",""sc_symbol"":""SONACOMS"",""sc_scripcode"":""543300"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""719.35"",""pattern_type"":""buy"",""cmp"":""783.00"",""price_key"":""stk_SBP04_N"",""target_price"":null,""target_return_prcnt"":""13.44"",""stoploss_price"":null,""stoploss_prcnt"":""8.53"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178486755436.png""},""rationale"":""A falling trendline breakout on the weekly chart suggests a long-term resistance breakout."",""action_type"":""add"",""created_at"":""2026-07-24 10:02:36"",""updated_at"":""2026-07-24 10:02:36""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178539346521.png""},""rationale"":""Bullish Continuation."",""action_type"":""update"",""created_at"":""2026-07-30 12:07:46"",""updated_at"":""2026-07-30 12:07:46""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178573135651.png""},""rationale"":""5.34% up."",""action_type"":""close"",""created_at"":""2026-08-03 09:59:17"",""updated_at"":""2026-08-03 09:59:17""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785731357,1784867556,mc_pro_plus,N,3,
1678,21,equity,MphasiS,nse,Ascending Triangle,Bullish Reversal,4 hours,BFL,Closed,Y,0,1970-01-01,2026-08-03 09:52:02,2026-07-20 10:23:20,"{""chart_type"":""mc_pro_plus"",""sc_name"":""MphasiS"",""sc_symbol"":""MPHASIS"",""sc_scripcode"":""526299"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""2440.80"",""pattern_type"":""buy"",""cmp"":""2354.70"",""price_key"":""stk_BFL_N"",""target_price"":null,""target_return_prcnt"":""17.63"",""stoploss_price"":null,""stoploss_prcnt"":""4.79"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178452319969.png""},""rationale"":""Price formed an ascending triangle after a correction. The breakout marks a bullish reversal and a shift in momentum."",""action_type"":""add"",""created_at"":""2026-07-20 10:23:20"",""updated_at"":""2026-07-20 10:23:20""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178452319969.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-08-03 09:52:02"",""updated_at"":""2026-08-03 09:52:02""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785730922,1784523200,mc_pro_plus,N,3,
1701,21,equity,Havells India,nse,Cup& Handle,Bullish reversal,1 hour,HI01,Closed,Y,0,1970-01-01,2026-08-03 09:46:38,2026-07-24 11:29:18,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Havells India"",""sc_symbol"":""HAVELLS"",""sc_scripcode"":""517354"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1226.60"",""pattern_type"":""buy"",""cmp"":""1262.60"",""price_key"":""stk_HI01_N"",""target_price"":null,""target_return_prcnt"":""3.62"",""stoploss_price"":null,""stoploss_prcnt"":""2.41"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178487275729.png""},""rationale"":""A cup & handle pattern shows that price is after a large consolidation and a small pullback. A breakout above it shows that buyers are againg back."",""action_type"":""add"",""created_at"":""2026-07-24 11:29:18"",""updated_at"":""2026-07-24 11:29:18""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178573059733.png""},""rationale"":""3% up."",""action_type"":""close"",""created_at"":""2026-08-03 09:46:38"",""updated_at"":""2026-08-03 09:46:38""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785730598,1784872758,mc_pro_plus,N,3,
1652,21,equity,Blue Star,nse,Falling Trendline,Bullish Reversal,4 hours,BS,Closed,Y,0,2026-07-31,2026-07-31 15:45:56,2026-07-13 10:52:15,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Blue Star"",""sc_symbol"":""BLUESTARCO"",""sc_scripcode"":""500067"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1682.40"",""pattern_type"":""buy"",""cmp"":""1681.20"",""price_key"":""stk_BS_N"",""target_price"":""1896"",""target_return_prcnt"":""12.70"",""stoploss_price"":""1562"",""stoploss_prcnt"":""7.16"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178392013398.png""},""rationale"":""A falling trendline reflects sustained selling pressure through lower highs. The breakout above resistance, supported by a MACD golden crossover, indicates buyers are regaining control."",""action_type"":""add"",""created_at"":""2026-07-13 10:52:15"",""updated_at"":""2026-07-13 10:52:15""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178392013398.png""},""rationale"":""Pattern Expired"",""action_type"":""close"",""created_at"":""2026-07-31 15:45:56"",""updated_at"":""2026-07-31 15:45:56""}],""auto_closed"":true,""exit_price"":""1681.20"",""exit_price_condition"":""equals"",""closed_on"":""2026-07-31 15:45:56""}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785492956,1783920135,mc_pro_plus,N,3,1652.0
1676,21,equity,Tech Mahindra,nse,Ascending Triangle,Bullish Reversal,1 day,TM4,Closed,Y,0,2026-07-31,2026-07-31 15:45:56,2026-07-17 13:47:56,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Tech Mahindra"",""sc_symbol"":""TECHM"",""sc_scripcode"":""532755"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1572.20"",""pattern_type"":""buy"",""cmp"":""1651.30"",""price_key"":""stk_TM4_N"",""target_price"":""1800"",""target_return_prcnt"":""14.49"",""stoploss_price"":""1438"",""stoploss_prcnt"":""8.54"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178427627443.png""},""rationale"":""An ascending triangle formed after a correction, with rising lows reflecting improving demand. The breakout confirms a bullish reversal and strengthens the recovery."",""action_type"":""add"",""created_at"":""2026-07-17 13:47:56"",""updated_at"":""2026-07-17 13:47:56""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178521471681.png""},""rationale"":""Previous swing high breakout."",""action_type"":""update"",""created_at"":""2026-07-28 10:28:37"",""updated_at"":""2026-07-28 10:28:37""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178521471681.png""},""rationale"":""Pattern Expired"",""action_type"":""close"",""created_at"":""2026-07-31 15:45:56"",""updated_at"":""2026-07-31 15:45:56""}],""auto_closed"":true,""exit_price"":""1651.30"",""exit_price_condition"":""equals"",""closed_on"":""2026-07-31 15:45:56""}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785492956,1784276276,mc_pro_plus,N,3,1676.0
1686,21,equity,Titan Company,nse,Horizontal Channel,Bullish Breakout,1 hour,TI01,Closed,Y,0,2026-07-31,2026-07-31 15:45:56,2026-07-22 09:54:30,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Titan Company"",""sc_symbol"":""TITAN"",""sc_scripcode"":""500114"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""4715.80"",""pattern_type"":""buy"",""cmp"":""4875.20"",""price_key"":""stk_TI01_N"",""target_price"":""4829"",""target_return_prcnt"":""2.40"",""stoploss_price"":""4661"",""stoploss_prcnt"":""1.16"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178469426996.png""},""rationale"":""Price broke above the horizontal channel after a consolidation underneath. A breakout suggest buyers are strong."",""action_type"":""add"",""created_at"":""2026-07-22 09:54:30"",""updated_at"":""2026-07-22 09:54:30""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178469426996.png""},""rationale"":""Pattern Expired"",""action_type"":""close"",""created_at"":""2026-07-31 15:45:56"",""updated_at"":""2026-07-31 15:45:56""}],""auto_closed"":true,""exit_price"":""4875.20"",""exit_price_condition"":""equals"",""closed_on"":""2026-07-31 15:45:56""}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785492956,1784694270,mc_pro_plus,N,3,1686.0
1712,21,index,NIFTY 50,nse,Falling Channel,On the Verge of Breakout,1 hour,in;NSX,Closed,Y,0,1970-01-01,2026-07-31 13:20:53,2026-07-29 09:58:32,"{""chart_type"":""mc_pro_plus"",""sc_name"":""NIFTY 50"",""sc_symbol"":""9"",""sc_scripcode"":""9"",""instrument_type_code"":""index"",""entry_condition"":""equals"",""entry_price"":""24204.15"",""pattern_type"":""buy"",""cmp"":""24421.25"",""price_key"":""indices_i_in;NSX"",""target_price"":null,""target_return_prcnt"":""1.26"",""stoploss_price"":null,""stoploss_prcnt"":""0.67"",""ind_id"":""9"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178529931142.png""},""rationale"":""Price is approaching the upper boundary of the falling channel. A decisive breakout above resistance could confirm a bullish reversal and trigger fresh upside momentum."",""action_type"":""add"",""created_at"":""2026-07-29 09:58:32"",""updated_at"":""2026-07-29 09:58:32""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178548425287.png""},""rationale"":""200 points up."",""action_type"":""close"",""created_at"":""2026-07-31 13:20:53"",""updated_at"":""2026-07-31 13:20:53""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785484253,1785299312,mc_pro_plus,N,3,
1695,21,equity,Hyundai Motor India,nse,Rectangle Pattern,Bullish Reversal,30 mins,HMI01,Closed,Y,0,1970-01-01,2026-07-31 09:11:14,2026-07-23 11:30:41,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Hyundai Motor India"",""sc_symbol"":""HYUNDAI"",""sc_scripcode"":""544274"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1981.50"",""pattern_type"":""buy"",""cmp"":""2040.30"",""price_key"":""stk_HMI01_N"",""target_price"":null,""target_return_prcnt"":""3.81"",""stoploss_price"":null,""stoploss_prcnt"":""2.09"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178478644113.png""},""rationale"":""After a sharp decline, price formed a rectangle pattern. The breakout signals buyers are regaining control, confirming a bullish reversal."",""action_type"":""add"",""created_at"":""2026-07-23 11:30:41"",""updated_at"":""2026-07-23 11:30:41""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178478644113.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-07-31 09:11:14"",""updated_at"":""2026-07-31 09:11:14""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785469274,1784786441,mc_pro_plus,N,3,
1721,21,equity,ICICI Prudential Asset Management Company,nse,Rising Trendline,Bearish Breakdown,1 hour,IPA02,Closed,Y,0,1970-01-01,2026-07-31 09:04:40,2026-07-30 10:45:06,"{""chart_type"":""mc_pro_plus"",""sc_name"":""ICICI Prudential Asset Management Company"",""sc_symbol"":""ICICIAMC"",""sc_scripcode"":""544658"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""3082.40"",""pattern_type"":""sell"",""cmp"":""3050.00"",""price_key"":""stk_IPA02_N"",""target_price"":null,""target_return_prcnt"":""1.05"",""stoploss_price"":null,""stoploss_prcnt"":""0.86"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178538850596.png""},""rationale"":""The breakdown beneath the rising trendline signals sellers have regained control, increasing downside risk."",""action_type"":""add"",""created_at"":""2026-07-30 10:45:06"",""updated_at"":""2026-07-30 10:45:06""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178546887968.png""},""rationale"":""1.12% down"",""action_type"":""close"",""created_at"":""2026-07-31 09:04:40"",""updated_at"":""2026-07-31 09:04:40""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1785468880,1785388506,mc_pro_plus,N,3,
