MC_Code,MC_StockName,MC_ShortName,MC_UrlCode,Source,NSE_Symbol,BSE_Code,ISIN,Full_Name,Series,Sector,LTP,API_Status
CC03,Chembond Materi,,,bullish.csv,CHEMBOND,530871,INE995D01025,Chembond Material Technologies,EQ,Speciality Chemicals,144.20,FOUND
CCL05,Chembond Chem,,,bullish.csv,CHEMBONDCH,544450,INE0TGX01019,Chembond Chemicals,EQ,Speciality Chemicals,147.00,FOUND
CSC02,Chemcon Special,,,bearish.csv,CHEMCON,543233,INE03YM01018,Chemcon Speciality Chemicals,EQ,Speciality Chemicals,149.84,FOUND
CA01,Chemfab Alkalis,,,bearish.csv,CHEMFAB,541269,INE783X01023,Chemfab Alkalis,EQ,Chemicals,372.50,FOUND
CS18,Chemplast Sanmar,CHEMPLAST SANMA,CS23,stock_ideas,CHEMPLASTS,543336,INE488A01050,Chemplast Sanmar,EQ,Speciality Chemicals,250.35,FOUND
MR,Chennai Petroleum Corporation,CHENNPETRO,,technical_picks_inactive.csv,CHENNPETRO,500110,INE178A01016,Chennai Petroleum Corporation,EQ,Refineries,989.85,FOUND
CEL02,Chetana Edu,,,bullish.csv,CHETANA,0,INE0U1T01012,Chetana Education,SM,Printing & Publishing,39.00,FOUND
CC04,Cheviot Company,,,bullish.csv,CHEVIOT,526817,INE974B01016,Cheviot Company,EQ,Miscellaneous,1043.00,FOUND
CIF01,Cholamandalam Investment and Finance Company,CHOLAFIN,,technical_picks_inactive.csv,CHOLAFIN,511243,INE121A01024,Cholamandalam Investment and Finance Company,EQ,Finance - NBFC,1554.30,FOUND
MAS,CIE Automotive India,CIEINDIA,MF19,stock_ideas,CIEINDIA,532756,INE536H01010,CIE Automotive India,EQ,Auto Ancillaries - Castings/Forgings,469.10,FOUND
BTF04,Capital India,,,bearish.csv,CIFL,530879,INE345H01024,Capital India Finance,EQ,Finance - Investments,25.62,FOUND
CI39,Cigniti Technologies,CIGNITITEC,,technical_picks_inactive.csv,CIGNITITEC,534758,INE675C01017,Cigniti Technologies,EQ,Computers - Software Medium & Small,1255.40,FOUND
C,Cipla,,,technical_picks_inactive.csv,CIPLA,500087,INE059A01026,Cipla,EQ,Pharmaceuticals,1215.90,FOUND
CEIL,Classic Electro,,,bullish.csv,CLASSICEIL,,INE0UQ601012,Classic Electrodes India,SM,Electrodes & Electrical Equipments,55.85,FOUND
CST,Clean Science & Technology,Clean Science,CST,stock_ideas,CLEAN,543318,INE227W01023,Clean Science & Technology,EQ,Speciality Chemicals,731.85,FOUND
CLS,Chaman Lal Seti,,,bullish.csv,CLSEL,530307,INE419D01026,Chaman Lal Setia Exports,EQ,Food Processing,265.15,FOUND
CMPDIL,Central Mine,,,bullish.csv,CMPDI,544739,INE05HV01027,Central Mine Planning & Design Institute,EQ,Misc. Commercial Services,156.33,FOUND
CMR01,Cyber Media Res,,,bearish.csv,CMRSL,0,INE075Z01011,Cyber Media Research and Services,SM,TV Broadcasting & Software Production,60.00,FOUND
CI29,Coal India,,,technical_picks_inactive.csv,COALINDIA,533278,INE522F01014,Coal India,EQ,Mining & Minerals,449.25,FOUND
CS17,Cochin Shipyard,COCHINSHIP,,technical_picks_inactive.csv,COCHINSHIP,540678,INE704P01025,Cochin Shipyard,EQ,Ship Building,1379.80,FOUND
CDE,Coffee Day,,,bearish.csv,COFFEEDAY,539436,INE335K01011,Coffee Day Enterprises,EQ,Food Processing,25.75,FOUND
NII02,COFORGE LIMITED,COFORGE,,technical_picks_inactive.csv,COFORGE,532541,INE591G01025,COFORGE,EQ,Computers - Software,1270.40,FOUND
SP42,Suven Pharmaceuticals,,,technical_picks_inactive.csv,COHANCE,543064,INE03QK01018,Cohance Lifesciences,EQ,Pharmaceuticals & Drugs,309.50,FOUND
CPI,Colgate Palmolive (India),COLPAL,,technical_picks_inactive.csv,COLPAL,500830,INE259A01022,Colgate Palmolive (India),EQ,Personal Care,1907.00,FOUND
CCC03,Committed Cargo,,,bullish.csv,COMMITTED,COMMITT,INE597Z01014,Committed Cargo Care,SM,Logistics,258.90,FOUND
IPN05,Ipru Nifty Com,,,bullish.csv,COMMOIETF,0,INF109KC19O8,ICICI PRUDENTIAL NIFTY COMMODITIES ETF,EQ,ETF,98.26,FOUND
CI28,Compuage Info,,,bearish.csv,COMPINFO,532456,INE070C01037,Compuage Infocom,BZ,Computers - Hardware,1.10,FOUND
CSB01,Commercial Syn,,,bullish.csv,COMSYN,539986,INE073V01015,Commercial Syn Bags,EQ,Packaging,153.58,FOUND
CCI,Container Corporation of India,CONCOR,,technical_picks_inactive.csv,CONCOR,531344,INE111A01025,Container Corporation of India,EQ,Transport & Logistics,473.70,FOUND
CB09,Concord Biotech,,,bearish.csv,CONCORDBIO,543960,INE338H01029,Concord Biotech,EQ,Biotechnology & Medical Research,1049.80,FOUND
DG01,ConfidencePetro,,,bullish.csv,CONFIPET,526829,INE552D01024,Confidence Petroleum,EQ,Miscellaneous,53.85,FOUND
CCL06,Connplex Cinema,,,bullish.csv,CONNPLEX,-,INE0EAS01014,Connplex Cinemas,SM,"Film Production, Distribution & Entertainment",260.45,FOUND
KOTAK10512,Kotak NiftyInd,,,bearish.csv,CONS,,INF174KA1ZF8,Kotak Nifty India Consumption ETF,EQ,ETF,11.39,FOUND
RMF03,NIPP Nifty Ind,,,bearish.csv,CONSUMBEES,,INF204KA1LD7,Nippon India ETF Nifty India Consumption,EQ,ETF,123.25,FOUND
CONSU28969,CONSUMER,,,bearish.csv,CONSUMER,,INF769K01NS5,Mirae Asset Nifty India New Age Consumption,EQ,ETF,10.67,FOUND
IPC03,Ipru Nifty Con,,,bearish.csv,CONSUMIETF,543383,INF109KC1V42,ICICI Prudential Nifty Consumption ETF,EQ,ETF,114.40,FOUND
CPI05,Control Print,,,bullish.csv,CONTROLPR,522295,INE663B01015,Control Print,EQ,Trading,642.25,FOUND
CIF02,Coral India Fin,,,bearish.csv,CORALFINAC,531556,INE558D01021,Coral India Finance and Housing,EQ,Finance - Housing,32.46,FOUND
CCI07,Cords Cable Industries,CORDSCABLE,,technical_picks_inactive.csv,CORDSCABLE,532941,INE792I01017,Cords Cable Industries,EQ,Cables - Power & Others,161.07,FOUND
CF06,Coromandel International,COROMANDEL,,technical_picks_inactive.csv,COROMANDEL,506395,INE169A01031,Coromandel International,EQ,Fertilisers,2116.00,FOUND
NT,Country Condos,,,bearish.csv,COUNCODOS,531624,INE695B01025,Country Condos,EQ,Construction - Real Estate,4.63,FOUND
AIL10,Aditya Infotech,Aditya Infotech,AIL10,stock_ideas,CPPLUS,544466,INE819V01029,Aditya Infotech,EQ,Diversified,1899.80,FOUND
S24,C P S Shapers,,,bearish.csv,CPS,,INE0QBU01012,C P S Shapers,SM,Textiles & Apparel,940.00,FOUND
CPS01,CPSE ETF,,,bullish.csv,CPSEETF,538057,INF457M01133,CPSE ETF,EQ,ETF,102.40,FOUND
CA07,Craftsman Automation,Craftsman,CA04,stock_ideas,CRAFTSMAN,543276,INE00LO01017,Craftsman Automation,EQ,Engineering,7351.50,FOUND
CRAMCL,Canara Robeco,,,bullish.csv,CRAMC,544580,INE218I01013,Canara Robeco Asset Management Company,EQ,Finance - Investment,256.77,FOUND
CA09,Crayons Advert,,,bullish.csv,CRAYONS,0,INE0OFK01019,Crayons Advertising,SM,Media,39.60,FOUND
CG02,CreditAccess Grameen,CreditAccess Gr,CG03,stock_ideas,CREDITACC,541770,INE741K01010,CreditAccess Grameen,EQ,Finance - NBFC,1235.40,FOUND
CRI,CRISIL,CRISIL,,technical_picks_inactive.csv,CRISIL,500092,INE007A01025,CRISIL,EQ,Miscellaneous,3852.30,FOUND
CGC01,Crompton Greaves Consumer Electrical,CROMPTON,,technical_picks_inactive.csv,CROMPTON,539876,INE299U01018,Crompton Greaves Consumer Electrical,EQ,Electricals,246.05,FOUND
CL07,Crown Lifters,,,bullish.csv,CROWN,0,INE491V01019,Crown Lifters,EQ,Diversified,127.23,FOUND
CB08,CSB Bank,,,bullish.csv,CSBBANK,542867,INE679A01013,CSB Bank,EQ,Banks - Private Sector,406.15,FOUND
CSSL,Clear Secured,,,bearish.csv,CSSL,,INE1EF801010,Clear Secured Services,SM,Misc. Commercial Services,108.00,FOUND
CUB,City Union Bank,CUB,,technical_picks_inactive.csv,CUB,532210,INE491A01021,City Union Bank,EQ,Banks - Private Sector,255.13,FOUND
CUBEI15078,CUBEINVIT,,,bullish.csv,CUBEINVIT,,INE0NR623014,CUBEINVIT,IV,Miscellaneous,148.00,FOUND
CI02,Cummins India,,,technical_picks_inactive.csv,CUMMINSIND,500480,INE298A01020,Cummins India,EQ,Engines,4796.30,FOUND
CR02,Cupid,,,bullish.csv,CUPID,530843,INE509F01029,Cupid,EQ,Miscellaneous,91.84,FOUND
CLL01,Curis Lifescien,,,bullish.csv,CURIS,,INE1BZN01016,Curis Lifesciences,SM,Pharmaceuticals & Drugs,101.75,FOUND
CIL12,Current Infra,,,bullish.csv,CURRENT,-,INE1CRQ01014,Current Infraprojects,SM,Construction - Infrastructure,125.10,FOUND
CMI01,Cyber Media,,,bullish.csv,CYBERMEDIA,532640,INE278G01037,Cyber Media (India),EQ,Media & Entertainment,14.74,FOUND
CSS,Cybertech,,,bullish.csv,CYBERTECH,532173,INE214A01019,Cybertech Systems and Software,EQ,Computers - Software Medium & Small,129.19,FOUND
IE07,Cyient,,,technical_picks_inactive.csv,CYIENT,532175,INE136B01020,Cyient,EQ,Computers - Software,859.25,FOUND
CD06,Cyient DLM,Cyient DLM,CD02,stock_ideas,CYIENTDLM,543933,INE055S01018,Cyient DLM,EQ,Electric Equipment,306.55,FOUND
DI,Dabur India,,,technical_picks_inactive.csv,DABUR,500096,INE016A01026,Dabur India,EQ,Personal Care,427.25,FOUND
OCL,Dalmia Bharat,DALBHARAT,,technical_picks_inactive.csv,DALBHARAT,542216,INE00R701025,Dalmia Bharat,EQ,Cement - Major,1922.60,FOUND
DCB,Dalmia Bharat Sugar and Industries,DALMIASUG,,technical_picks_inactive.csv,DALMIASUG,500097,INE495A01022,Dalmia Bharat Sugar and Industries,EQ,Sugar,371.05,FOUND
DD01,Dangee Dums,,,bullish.csv,DANGEE,0,INE688Y01022,Dangee Dums,EQ,Consumer Food,3.20,FOUND
DPL02,Danish Power,,,bullish.csv,DANISH,0,INE0YU901016,Danish Power,SM,Power Generation/Distribution,657.65,FOUND
DTL,Datamatics Global Services,Datamatics Glob,DGS01,stock_ideas,DATAMATICS,532528,INE365B01017,Datamatics Global Services,EQ,Computers - Software Medium & Small,705.65,FOUND
DPI01,Data Patterns (India),Data Patterns,DPI01,stock_ideas,DATAPATTNS,543428,INE0IX101010,Data Patterns (India),EQ,Aerospace & Defence,3280.80,FOUND
DSC01,Davangere Sugar,,,bearish.csv,DAVANGERE,543267,INE179G01029,Davangere Sugar Company,EQ,Sugar,3.75,FOUND
C13,DB Corp,,,bearish.csv,DBCORP,533151,INE950I01011,DB Corp,EQ,Media & Entertainment,212.21,FOUND
DBEIL,Deepak Builders,,,bearish.csv,DBEIL,544276,INE0OPA01019,Deepak Builders & Engineers India,EQ,Construction - Residential & Commercial Complexes,65.59,FOUND
DB03,Dilip Buildcon,Dilip Buildcon,DB04,stock_ideas,DBL,540047,INE917M01012,Dilip Buildcon,EQ,Construction & Contracting - Civil,426.25,FOUND
DR,Valor Estate,,,bearish.csv,DBREALTY,533160,INE879I01012,Valor Estate,EQ,Construction - Residential & Commercial Complexes,100.32,FOUND
DBI,DB (Int) Stock,,,bullish.csv,DBSTOCKBRO,530393,INE921B01025,DB (International) Stock Brokers,EQ,Finance - General,26.52,FOUND
DCA,Dishman Carbogen Amcis,,,technical_picks_inactive.csv,DCAL,540701,INE385W01011,Dishman Carbogen Amcis,EQ,Miscellaneous,162.01,FOUND
DCB01,DCB Bank,DCB Bank,DCB01,stock_ideas,DCBBANK,532772,INE503A01015,DCB Bank,EQ,Banks - Private Sector,187.62,FOUND
DCCL,Dar Credit,,,bearish.csv,DCCL,-,INE04Q901010,Dar Credit & Capital,SM,Finance - NBFC,37.05,FOUND
DCW01,DCG Cables,,,bullish.csv,DCG,,INE0S8401018,DCG Cables & Wires,SM,Cables,62.80,FOUND
DCI16041,DC Infotech,,DCI16041,52wk,DCI,543636,INE0A1101019,DC Infotech and Communication,EQ,Online Services,385.15,FOUND
DCM02,DCM Shriram,,,bullish.csv,DCMSHRIRAM,523367,INE499A01024,DCM Shriram,EQ,Diversified,1121.00,FOUND
DSIL,DCM Shriram Int,,,bearish.csv,DCMSIL,544702,INE0OU201013,DCM Shriram International,BE,Textiles,65.50,FOUND
DS11,DCX Systems,DCX Systems,DS11,stock_ideas,DCXINDIA,543650,INE0KL801015,DCX Systems,EQ,Electronics - Components,174.11,FOUND
DPI02,DDEVPLASTIK,,,bearish.csv,DDEVPLSTIK,543547,INE0HR601026,Ddev Plastiks Industries,EQ,Plastic Products,220.45,FOUND
DC,Deccan Cements,,,bearish.csv,DECCANCE,502137,INE583C01021,Deccan Cements,EQ,Cement - Mini,644.65,FOUND
DTLL,Deccan Transcon,,,bearish.csv,DECCANTRAN,0,INE0S7C01019,Deccan Transcon Leasing,SM,Logistics,21.40,FOUND
DDEL,DEE Development,,DDEL,52wk,DEEDEV,544198,INE841L01016,DEE Development Engineers,EQ,Iron & Steel,321.40,FOUND
DRL02,Deem Roll Tech,,,bearish.csv,DEEM,DEEPROLL,INE586O01011,Deem Roll Tech,SM,Iron & Steel,38.85,FOUND
DFP,Deepak Fertilisers And Petrochemicals Corporation,DEEPAKFERT,,technical_picks_inactive.csv,DEEPAKFERT,500645,INE501A01019,Deepak Fertilisers And Petrochemicals Corporation,EQ,Fertilisers,1049.30,FOUND
DN,Deepak Nitrite,DEEPAKNTR,,technical_picks_inactive.csv,DEEPAKNTR,506401,INE288B01029,Deepak Nitrite,EQ,Chemicals,1422.70,FOUND
DI22,Deep Ind,,,bullish.csv,DEEPINDS,543288,INE0FHS01024,Deep Industries,EQ,Oil Exploration and Production,448.90,FOUND
MAB01,MA Defence ETF,,,bullish.csv,DEFENCE,544705,INF769K01QC2,Mirae Asset BSE India Defence ETF,EQ,ETF,66.56,FOUND
D06,Delaplex,,,bullish.csv,DELAPLEX,0,INE0SK801018,Delaplex,SM,Software,104.00,FOUND
D05,Delhivery,DELHIVERY,,technical_picks_inactive.csv,DELHIVERY,543529,INE148O01028,Delhivery,EQ,Courier Services,459.85,FOUND
DN02,Den Networks,,,bearish.csv,DEN,533137,INE947J01015,Den Networks,EQ,Media & Entertainment,26.42,FOUND
DNT,De Neers Tools,,,bullish.csv,DENEERS,0,INE0JWV01011,De Neers Tools,ST,Engineering - Industrial Equipments,168.25,FOUND
TC08,De Nora India,,,bullish.csv,DENORA,590031,INE244A01016,De Nora India,EQ,Electric Equipment,726.45,FOUND
DWISL,Denta Water,,,bullish.csv,DENTA,544345,INE0R4L01018,Denta Water and Infra Solutions,EQ,Infrastructure,258.15,FOUND
VD02,Vasa Denticity,,,bearish.csv,DENTALKART,0,INE0N5801013,Vasa Denticity,SM,Trading,396.00,FOUND
DI23,Devyani International,Devyani Int,DI06,stock_ideas,DEVYANI,543330,INE872J01023,Devyani International,EQ,Consumer Food,106.00,FOUND
DGCON54268,Digicontent,,,bullish.csv,DGCONTENT,542685,INE03JI01017,Digicontent,EQ,Printing & Stationery,28.89,FOUND
DSM,Dhampur Sugar,,,bullish.csv,DHAMPURSUG,500119,INE041A01016,Dhampur Sugar Mills,EQ,Sugar,135.01,FOUND
DB01,Dhanlaxmi Bank,,,bullish.csv,DHANBANK,532180,INE680A01011,Dhanlaxmi Bank,EQ,Banks - Private Sector,25.10,FOUND
DCS03,Dhanlaxmi Crop,,,bullish.csv,DHANLAXMI,,INE0V9V01010,Dhanlaxmi Crop Science,SM,Agriculture,26.90,FOUND
DP04,Dhanuka Agritech,Dhanuka Agritec,DA01,stock_ideas,DHANUKA,507717,INE435G01025,Dhanuka Agritech,EQ,Pesticides & Agro Chemicals,1015.10,FOUND
KC19,Dharan Infra,,,bullish.csv,DHARAN,541161,INE278R01034,Dharan Infra-Epc,BZ,Construction - Real Estate,0.16,FOUND
DL04,Dhariwalcorp,,,bearish.csv,DHARIWAL,0,INE0YRN01025,Dhariwalcorp,ST,Trading,39.25,FOUND
DCG,Dharmaj Crop,,,bullish.csv,DHARMAJ,543687,INE00OQ01016,Dharmaj Crop Guard,EQ,Pesticides & Agrochemical,259.89,FOUND
DCS01,Dhruv Consultan,,,bullish.csv,DHRUV,541302,INE506Z01015,Dhruv Consultancy Services,EQ,Construction & Contracting - Real Estate,36.02,FOUND
DHT,DocMode Health,,,bearish.csv,DHTL,DOCMODE,INE0OGG01015,DocMode Health Technologies,SM,IT - Education,39.35,FOUND
DC05,Diamond Power,,,bullish.csv,DIACABS,522163,INE989C01038,Diamond Power Infrastructure,EQ,Cables - Power & Others,133.70,FOUND
DC04,Diamines Chem,,,bullish.csv,DIAMINESQ,500120,INE591D01014,Diamines and Chemicals,EQ,Petrochemicals,240.88,FOUND
PS20,Prataap Snacks ,Prataap Snacks ,PS20,stock_ideas,DIAMONDYD,540724,INE393P01035,Prataap Snacks ,EQ,Food Processing,995.90,FOUND
DEL05,Diffusion Eng,,,bullish.csv,DIFFNKG,544264,INE184O01015,Diffusion Engineers,EQ,Electrodes & Welding Equipment,283.30,FOUND
DSL02,Digikore,,,bearish.csv,DIGIKORE,,INE0QJ901011,Digikore Studios,SM,"Film Production, Distribution & Entertainment",71.60,FOUND
MO02,Digispice Tech,,,bearish.csv,DIGISPICE,517214,INE927C01020,Digispice Technologies,EQ,Telecommunications - Equipment,16.83,FOUND
DSL03,Digitide Solut,,,bullish.csv,DIGITIDE,-,INE0U4701011,Digitide Solutions,EQ,IT Services & Consulting,89.81,FOUND
BVX,Digjam,,,bullish.csv,DIGJAMLMTD,539979,INE731U01028,Digjam,EQ,Textiles - Woollen & Worsted,45.23,FOUND
DTV,Dish TV,,,bullish.csv,DISHTV,532839,INE836F01026,Dish TV India,EQ,Media & Entertainment,3.04,FOUND
DTS,Divgi Torqtransfer Systems,Divgi Torqtrans,DTS,stock_ideas,DIVGIITTS,543812,INE753U01022,Divgi Torqtransfer Systems,EQ,Engineering,673.25,FOUND
MAB,MA DIVIDEND,,,bullish.csv,DIVIDEND,544661,INF769K01PY8,Mirae Asset BSE 500 Dividend Leaders 50 ETF,EQ,ETF,35.61,FOUND
DHJ,Divine Hira Jew,,DHJ,52wk,DIVINEHIRA,,INE0NA501011,Divine Hira Jewellers,ST,Diamond  &  Jewellery,280.50,FOUND
DL03,Divis Laboratories,DIVISLAB,,technical_picks_inactive.csv,DIVISLAB,532488,INE361B01024,Divis Laboratories,EQ,Pharmaceuticals,5882.00,FOUND
RMF04,Nipp Nifty Div,,,bullish.csv,DIVOPPBEES,,INF204KA1MS3,Nippon India ETF Nifty Dividend Opportunities 50,EQ,ETF,79.56,FOUND
DRI02,Divyadhan Recyc,,,bullish.csv,DIVYADHAN,0,INE0QYI01019,Divyadhan Recycling Industries,SM,Textiles,24.40,FOUND
DT07,Dixon Technologies,,,technical_picks_inactive.csv,DIXON,540699,INE935N01020,Dixon Technologies,EQ,Electricals,10636.00,FOUND
DE07,D.K. Enterprise,,,bearish.csv,DKEGL,0,INE0GN101014,D.K. Enterprises Global,SM,Packaging - Packaging Materials,70.00,FOUND
D04,,,,chart_patterns_inactive.csv,DLF,532868,INE271C01023,DLF,EQ,Construction & Contracting - Real Estate,572.85,FOUND
DLI01,D-Link India,,,bullish.csv,DLINKINDIA,533146,INE250K01012,D-Link India,EQ,Computers - Hardware,418.40,FOUND
AS28,Avenue Supermarts,DMART,,technical_picks_inactive.csv,DMART,540376,INE192R01011,Avenue Supermarts,EQ,Retail,4368.80,FOUND
DMC04,Diligent Media,,,bearish.csv,DNAMEDIA,540789,INE016M01021,Diligent Media Corporation Ltd.,EQ,Media & Entertainment,2.93,FOUND
DI11,Dolat Algotech,,,bearish.csv,DOLATALGO,505526,INE966A01022,Dolat Algotech,EQ,Finance - Stock Broking,74.51,FOUND
DI27,Dollar Industries,Dollar Ind,DI29,stock_ideas,DOLLAR,541403,INE325C01035,Dollar Industries,EQ,Textiles - Readymade Apparels,249.91,FOUND
DOE,Dolphin Offshor,,,bearish.csv,DOLPHIN,522261,INE920A01037,Dolphin Offshore Enterprises (I),EQ,Oil Drilling And Exploration,403.00,FOUND
DIL03,DOMS Industries,DOMS,,technical_picks_inactive.csv,DOMS,544045,INE321T01012,DOMS Industries,EQ,Printing & Stationery,2375.20,FOUND
DI13,Donear Ind,,,bullish.csv,DONEAR,512519,INE668D01028,Donear Industries,EQ,Textiles - Weaving,92.99,FOUND
DPEL,Divine Power,,DPEL,52wk,DPEL,0,INE0SCO01019,Divine Power Energy,SM,Metals - Non Ferrous,466.70,FOUND
W06,D P Wires,,,bullish.csv,DPWIRES,543962,INE864X01013,D P Wires,EQ,Consumer Goods - Electronic,154.09,FOUND
DSI02,DRC Systems,,,bullish.csv,DRCSYSTEMS,543268,INE03RS01027,DRC Systems India,EQ,Software,16.44,FOUND
DS10,Dreamfolks Services,Dreamfolks Ser.,DS09,stock_ideas,DREAMFOLKS,543591,INE0JS101016,Dreamfolks Services,EQ,Miscellaneous,77.81,FOUND
DD03,Drone Desti,,,bullish.csv,DRONE,0,INE0P7201019,Drone Destination,SM,Education Institution,50.35,FOUND
DRL,Dr Reddys Laboratories,,,technical_picks_inactive.csv,DRREDDY,500124,INE089A01031,Dr Reddys Laboratories,EQ,Pharmaceuticals,1191.40,FOUND
DSS01,Dynacons Sys,,,bullish.csv,DSSL,532365,INE417B01040,Dynacons Systems and Solutions,EQ,Computers - Software Medium & Small,1004.55,FOUND
DOC,Ducol Organics,,,bearish.csv,DUCOL,0,INE0LZO01015,Ducol Organics and Colours,SM,Dyes & Pigments,124.90,FOUND
DT9,Ducon Infratech,,,bullish.csv,DUCON,534674,INE741L01018,Ducon Infratechnologies,EQ,Computers - Software,3.64,FOUND
DTS01,Durlax Top Surf,,,bullish.csv,DURLAX,0,INE0OUW01013,Durlax Top Surface,SM,Miscellaneous,48.20,FOUND
DSI01,Dwarikesh Sugar,,,bullish.csv,DWARKESH,532610,INE366A01041,Dwarikesh Sugar Industries,EQ,Sugar,44.53,FOUND
DC13,Dynamic Cables,,,bullish.csv,DYCL,540795,INE600Y01019,Dynamic Cables,EQ,Cables - Power & Others,295.95,FOUND
DT05,Dynamatic Technologies,Dynamatic Tech,DT05,stock_ideas,DYNAMATECH,505242,INE221B01012,Dynamatic Technologies,EQ,Pumps,9920.00,FOUND
DSS04,Dynamic Service,,,bullish.csv,DYNAMIC,0,INE0DZ701010,Dynamic Services & Security,SM,Electronics - Components,119.90,FOUND
DP12,Dynemic Product,,,bullish.csv,DYNPRO,532707,INE256H01015,Dynemic Products,EQ,Dyes & Pigments,224.87,FOUND
EN,E2E Networks,,,bullish.csv,E2E,0,INE255Z01019,E2E Networks,BE,IT Services & Consulting,2463.30,FOUND
TTI01,E to E Transpor,,,bullish.csv,E2ERAIL,,INE1CEJ01017,E to E Transportation Infrastructure,SM,Transport Infrastructure,200.30,FOUND
ETP01,Easy Trip,,,bullish.csv,EASEMYTRIP,543272,INE07O001026,Easy Trip Planners,EQ,Travel Services,7.89,FOUND
EBBET16253,BB Apr 30 ETF,,,bearish.csv,EBBETF0430,542909,INF754K01KO2,Bharat Bond ETF - April 2030,EQ,Miscellaneous,1558.14,FOUND
BBE,BB ETF-April 31,,,bearish.csv,EBBETF0431,543216,INF754K01LE1,BHARAT Bond ETF - April 2031,EQ,Miscellaneous,1388.99,FOUND
BBE03,BB Apr 33 ETF,,,bearish.csv,EBBETF0433,543699,INF754K01QX0,Bharat Bond ETF - April 2033,EQ,ETF,1260.14,FOUND
GEL01,GNG Electronics,,,bullish.csv,EBGNG,544455,INE18JU01028,GNG Electronics,EQ,Electronic Goods,376.40,FOUND
ECAPI29019,ECAPINSURE,,,bearish.csv,ECAPINSURE,,INF754K01TX4,Edelweiss BSE Capital Markets & Insurance ETF,EQ,ETF,22.81,FOUND
EC06,Edelweiss,,,bullish.csv,EDELWEISS,532922,INE532F01054,Edelweiss Financial Services,EQ,Finance - General,113.73,FOUND
FEL,E Factor Experi,,,bearish.csv,EFACTOR,,INE0KFF01017,E Factor Experiences,SM,Miscellaneous,220.00,FOUND
ATE01,EFC,,,bearish.csv,EFCIL,512008,INE886D01026,EFC (I),EQ,Trading,199.20,FOUND
EIRL,Effwa Infra R,,,bullish.csv,EFFWA,0,INE0U9101019,Effwa Infra Research,SM,Infrastructure,221.95,FOUND
EFI01,Electro Force,,,bullish.csv,EFORCE,ELECTROFOR,INE0Q1W01012,Electro Force India,SM,Electric Equipment,27.55,FOUND
EM,,,,chart_patterns_inactive.csv,EICHERMOT,505200,INE066A01021,Eicher Motors,EQ,Auto - LCVs & HCVs,7131.00,FOUND
EID,EID Parry (India),EIDPARRY,,technical_picks_inactive.csv,EIDPARRY,500125,INE126A01031,EID Parry (India),EQ,Sugar,840.95,FOUND
EIEL,Enviro Infra,,,bullish.csv,EIEL,544290,INE0LLY01014,Enviro Infra Engineers,EQ,Engineering - Industrial Equipments,171.08,FOUND
EIF,Euro India Fres,,,bullish.csv,EIFFL,0,INE546V01010,Euro India Fresh Foods,EQ,Food Processing,240.72,FOUND
EIH01,EIH Assoc Hotel,,,bearish.csv,EIHAHOTELS,523127,INE276C01014,EIH Associated Hotels,EQ,Hotels,317.85,FOUND
EIH,EIH,,,bearish.csv,EIHOTEL,500840,INE230A01023,EIH,EQ,Hotels,307.30,FOUND
EEI,Eimco Elecon,,,bullish.csv,EIMCOELECO,523708,INE158B01016,Eimco Elecon (India),EQ,Engineering - Heavy,1663.00,FOUND
EEC,Elecon Engineering Company,,,technical_picks_inactive.csv,ELECON,505700,INE205B01031,Elecon Engineering Company,EQ,Engineering - Heavy,419.60,FOUND
EC02,Electrosteel,,,bullish.csv,ELECTCAST,500128,INE086A01029,Electrosteel Castings,EQ,Castings & Forgings,82.45,FOUND
EI02,Electrotherm,,,bearish.csv,ELECTHERM,526608,INE822G01016,Electrotherm (India),EQ,Engineering,654.55,FOUND
EE01,Elgi Equipments,Elgi Equipments,EE01,stock_ideas,ELGIEQUIP,522074,INE285A01027,Elgi Equipments,EQ,Compressors,499.00,FOUND
ETT,Elgi Rubber,,,bullish.csv,ELGIRUBCO,590023,INE819L01012,Elgi Rubber Company,EQ,Tyres,41.89,FOUND
EIL04,Eleganz Interio,,,bullish.csv,ELGNZ,-,INE0R9101015,Eleganz Interiors,SM,Miscellaneous,84.50,FOUND
E05,Emami,Emami,E06,stock_ideas,EMAMILTD,531162,INE548C01032,Emami,EQ,Personal Care,417.30,FOUND
EPM01,Emami Paper,,,bearish.csv,EMAMIPAP,533208,INE830C01026,Emami Paper Mills,EQ,Paper,70.15,FOUND
EPIL,EMA Partners In,,,bearish.csv,EMAPARTNER,,INE0ZOL01023,EMA Partners India,SM,Misc. Commercial Services,76.00,FOUND
EOP,Embassy Office Parks REIT,Embassy Office,EOP,stock_ideas,EMBASSY,542602,INE041025011,Embassy Office Parks REIT,RR,Construction - Real Estate,437.42,FOUND
EPL,Emcure Pharmace,,,bullish.csv,EMCURE,544210,INE168P01015,Emcure Pharmaceuticals,EQ,Pharmaceuticals & Drugs,1565.40,FOUND
EMI01,Electronics Mart India,Electronics Mar,EMI,stock_ideas,EMIL,543626,INE02YR01019,Electronics Mart India,EQ,Domestic Appliances,102.42,FOUND
ETC,Emkay Taps,,,bullish.csv,EMKAYTOOLS,0,INE332S01011,Emkay Taps and Cutting Tools,SM,Engineering,100.45,FOUND
EP09,Emmbi Ind,,,bearish.csv,EMMBI,533161,INE753K01015,Emmbi Industries,EQ,Packaging,80.81,FOUND
