pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,id,updated_at_epoch,created_at_epoch,chartType,displayLock,scanproflg
1623,21,equity,GAIL India,nse,Horizontal Trendline,Breakout Retest,2 hours,GAI,Closed,Y,0,1970-01-01,2026-07-21 09:32:22,2026-06-30 09:35:46,"{""chart_type"":""mc_pro_plus"",""sc_name"":""GAIL India"",""sc_symbol"":""GAIL"",""sc_scripcode"":""532155"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""174.01"",""pattern_type"":""buy"",""cmp"":""174.85"",""price_key"":""stk_GAI_N"",""target_price"":null,""target_return_prcnt"":""4.02"",""stoploss_price"":null,""stoploss_prcnt"":""2.30"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178279234444.png""},""rationale"":""A horizontal trendline marks a key resistance level. After breaking above it, price retested the zone and held firm, confirming former resistance has turned into support."",""action_type"":""add"",""created_at"":""2026-06-30 09:35:46"",""updated_at"":""2026-06-30 09:35:46""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178279234444.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-07-21 09:32:22"",""updated_at"":""2026-07-21 09:32:22""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784606542,1782792346,mc_pro_plus,N,3
1669,21,equity,Himadri Speciality Chemical,nse,Symmetrical Triangle,52-Week High Breakout,1 hour,HCI01,Closed,Y,0,2026-07-29,2026-07-20 10:40:29,2026-07-16 12:07:24,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Himadri Speciality Chemical"",""sc_symbol"":""HSCL"",""sc_scripcode"":""500184"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""721.75"",""pattern_type"":""buy"",""cmp"":""773.60"",""price_key"":""stk_HCI01_N"",""target_price"":null,""target_return_prcnt"":""5.02"",""stoploss_price"":null,""stoploss_prcnt"":""1.91"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/1784183843100.png""},""rationale"":""A symmetrical triangle reflects a period of consolidation. The breakout, followed by a move to a fresh 52-week high, confirms strong bullish momentum and trend continuation."",""action_type"":""add"",""created_at"":""2026-07-16 12:07:24"",""updated_at"":""2026-07-16 12:07:24""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178452422710.png""},""rationale"":""7.72% up."",""action_type"":""close"",""created_at"":""2026-07-20 10:40:29"",""updated_at"":""2026-07-20 10:40:29""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784524229,1784183844,mc_pro_plus,N,3
1619,21,equity,GE Vernova TD India,nse,Rising Channel,Breakdown with RSI bearish,1 day,GEC,Closed,Y,0,2026-07-08,2026-07-20 09:51:59,2026-06-29 09:50:03,"{""chart_type"":""mc_pro_plus"",""sc_name"":""GE Vernova TD India"",""sc_symbol"":""GVT&D"",""sc_scripcode"":""522275"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""4743.00"",""pattern_type"":""sell"",""cmp"":""4460.70"",""price_key"":""stk_GEC_N"",""target_price"":null,""target_return_prcnt"":""10.65"",""stoploss_price"":null,""stoploss_prcnt"":""6.79"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178270680153.png""},""rationale"":""A rising channel broke below support, signalling weakening buying pressure. RSI has shifted into the bearish range below 50, reinforcing the growing dominance of sellers."",""action_type"":""add"",""created_at"":""2026-06-29 09:50:03"",""updated_at"":""2026-06-29 09:50:03""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178452131873.png""},""rationale"":""8% Down."",""action_type"":""close"",""created_at"":""2026-07-20 09:51:59"",""updated_at"":""2026-07-20 09:51:59""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784521319,1782706803,mc_pro_plus,N,3
1674,21,index,NIFTY BANK,nse,Falling Trendline,Bullish Reversal,1 hour,in;nbx,Closed,Y,0,2026-07-24,2026-07-17 14:22:20,2026-07-17 10:35:50,"{""chart_type"":""mc_pro_plus"",""sc_name"":""NIFTY BANK"",""sc_symbol"":""23"",""sc_scripcode"":""23"",""instrument_type_code"":""index"",""entry_condition"":""equals"",""entry_price"":""58135.15"",""pattern_type"":""buy"",""cmp"":""58333.95"",""price_key"":""indices_i_in;nbx"",""target_price"":null,""target_return_prcnt"":""0.75"",""stoploss_price"":null,""stoploss_prcnt"":""0.36"",""ind_id"":""23"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178426474944.png""},""rationale"":""A falling trendline breakout. Where the price has broken above the trendline resistance."",""action_type"":""add"",""created_at"":""2026-07-17 10:35:50"",""updated_at"":""2026-07-17 10:35:50""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178427833967.png""},""rationale"":""255 points."",""action_type"":""close"",""created_at"":""2026-07-17 14:22:20"",""updated_at"":""2026-07-17 14:22:20""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784278340,1784264750,mc_pro_plus,N,3
1650,21,equity,Bharat Heavy Electricals,nse,Horizontal Channel,Reversal From Support,4 hours,BHE,Closed,Y,0,2026-07-17,2026-07-17 10:40:18,2026-07-10 15:28:40,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Bharat Heavy Electricals"",""sc_symbol"":""BHEL"",""sc_scripcode"":""500103"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""394.80"",""pattern_type"":""buy"",""cmp"":""439.80"",""price_key"":""stk_BHE_N"",""target_price"":null,""target_return_prcnt"":""6.38"",""stoploss_price"":null,""stoploss_prcnt"":""4.00"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178367751935.png""},""rationale"":""A horizontal channel reflects a period of range-bound trading. The rebound from channel support suggests buyers are defending the lower boundary, increasing the likelihood of a bullish reversal."",""action_type"":""add"",""created_at"":""2026-07-10 15:28:40"",""updated_at"":""2026-07-10 15:28:40""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178426501789.png""},""rationale"":""11.45% up"",""action_type"":""close"",""created_at"":""2026-07-17 10:40:18"",""updated_at"":""2026-07-17 10:40:18""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784265018,1783677520,mc_pro_plus,N,3
1632,21,equity,Exide Industries,nse,Horizontal Trendline,Bullish Breakout,2 hours,EI,Closed,Y,0,2026-07-10,2026-07-17 10:29:42,2026-07-02 10:27:24,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Exide Industries"",""sc_symbol"":""EXIDEIND"",""sc_scripcode"":""500086"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""416.60"",""pattern_type"":""buy"",""cmp"":""435.45"",""price_key"":""stk_EI_N"",""target_price"":null,""target_return_prcnt"":""5.62"",""stoploss_price"":null,""stoploss_prcnt"":""3.26"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178296824399.png""},""rationale"":""A horizontal trendline highlights a key resistance level were selling repeatedly emerged. The breakout above this zone indicates buyers have gained control, confirming renewed bullish strength."",""action_type"":""add"",""created_at"":""2026-07-02 10:27:24"",""updated_at"":""2026-07-02 10:27:24""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178426438054.png""},""rationale"":""5% up."",""action_type"":""close"",""created_at"":""2026-07-17 10:29:42"",""updated_at"":""2026-07-17 10:29:42""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784264382,1782968244,mc_pro_plus,N,3
1662,21,equity,Indian Energy Exchange,nse,Double Bottom,Probable Double Bottom,30 mins,IEE,Closed,Y,0,2026-07-23,2026-07-16 14:39:35,2026-07-15 09:53:20,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Indian Energy Exchange"",""sc_symbol"":""IEX"",""sc_scripcode"":""540750"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""119.82"",""pattern_type"":""buy"",""cmp"":""124.50"",""price_key"":""stk_IEE_N"",""target_price"":null,""target_return_prcnt"":""3.49"",""stoploss_price"":null,""stoploss_prcnt"":""2.35"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178408939941.png""},""rationale"":""A potential double bottom is forming after a sustained decline, indicating selling pressure may be fading. A breakout above the neckline would confirm a bullish reversal."",""action_type"":""add"",""created_at"":""2026-07-15 09:53:20"",""updated_at"":""2026-07-15 09:53:20""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178419297334.png""},""rationale"":""3.15% up"",""action_type"":""close"",""created_at"":""2026-07-16 14:39:35"",""updated_at"":""2026-07-16 14:39:35""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784192975,1784089400,mc_pro_plus,N,3
1664,21,equity,ABB India,nse,Symmetrical Triangle,Bullish Reversal,2 hours,ABB,Closed,Y,0,2026-07-24,2026-07-16 11:05:18,2026-07-15 10:56:06,"{""chart_type"":""mc_pro_plus"",""sc_name"":""ABB India"",""sc_symbol"":""ABB"",""sc_scripcode"":""500002"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""7055.00"",""pattern_type"":""buy"",""cmp"":""7775.50"",""price_key"":""stk_ABB_N"",""target_price"":null,""target_return_prcnt"":""4.05"",""stoploss_price"":null,""stoploss_prcnt"":""2.07"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178409316546.png""},""rationale"":""A symmetrical triangle reflects price consolidation. The breakout above resistance confirms buyers have regained control, signalling a bullish reversal."",""action_type"":""add"",""created_at"":""2026-07-15 10:56:06"",""updated_at"":""2026-07-15 10:56:06""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178418011716.png""},""rationale"":""6.26% up"",""action_type"":""close"",""created_at"":""2026-07-16 11:05:18"",""updated_at"":""2026-07-16 11:05:18""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784180118,1784093166,mc_pro_plus,N,3
1653,21,index,Nifty Cons Durbl,nse,Horizontal Channel,Bullish Breakout,1 day,mc;condur,Closed,Y,0,2026-07-22,2026-07-16 09:27:51,2026-07-13 11:41:57,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Nifty Cons Durbl"",""sc_symbol"":""122"",""sc_scripcode"":""122"",""instrument_type_code"":""index"",""entry_condition"":""equals"",""entry_price"":""38573.80"",""pattern_type"":""buy"",""cmp"":""39564.40"",""price_key"":""indices_i_mc;condur"",""target_price"":null,""target_return_prcnt"":""4.92"",""stoploss_price"":null,""stoploss_prcnt"":""2.48"",""ind_id"":""122"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178392311680.png""},""rationale"":""A horizontal resistance level repeatedly rejected price, highlighting strong selling pressure. The decisive breakout above this zone confirms buyers have absorbed supply and regained control."",""action_type"":""add"",""created_at"":""2026-07-13 11:41:57"",""updated_at"":""2026-07-13 11:41:57""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178417427052.png""},""rationale"":""1035 Points up."",""action_type"":""close"",""created_at"":""2026-07-16 09:27:51"",""updated_at"":""2026-07-16 09:27:51""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784174271,1783923117,mc_pro_plus,N,3
1647,21,equity,HEG,nse,Rectangle Pattern,Breakout Retest,1 hour,HEG,Closed,Y,0,2026-07-17,2026-07-15 12:06:33,2026-07-10 10:36:17,"{""chart_type"":""mc_pro_plus"",""sc_name"":""HEG"",""sc_symbol"":""HEG"",""sc_scripcode"":""509631"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""553.65"",""pattern_type"":""buy"",""cmp"":""581.35"",""price_key"":""stk_HEG_N"",""target_price"":null,""target_return_prcnt"":""7.29"",""stoploss_price"":null,""stoploss_prcnt"":""1.74"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178365997653.png""},""rationale"":""After breaking above resistance, price retested the breakout zone and held, confirming former resistance has turned into support."",""action_type"":""add"",""created_at"":""2026-07-10 10:36:17"",""updated_at"":""2026-07-10 10:36:17""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178409739297.png""},""rationale"":""5% up."",""action_type"":""close"",""created_at"":""2026-07-15 12:06:33"",""updated_at"":""2026-07-15 12:06:33""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1784097393,1783659977,mc_pro_plus,N,3
